"","HCC1806","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"22108","UBLCP1",5.70639071519315,5.70639071519315,24.4100277482723,3.50459215916339e-07,2.44368220903384e-06,6.04803723579324
"17153","RAP1GDS1",5.96634187729629,5.96634187729629,24.4084801923976,3.50590004428922e-07,2.443773562258e-06,6.04787193945325
"22326","USP3",5.57709865698802,5.57709865698802,24.406782693808,3.50733530553332e-07,2.44395361138924e-06,6.04769060092491
"16206","POLR2K",6.60083924944909,6.60083924944909,24.4044090534622,3.50934340499657e-07,2.4445325664124e-06,6.04743698554784
"17590","RNF114",6.92261463483252,6.92261463483252,24.4005792434519,3.51258625340009e-07,2.44597094405945e-06,6.04702766852322
"20000","SPTY2D1",6.69582125326086,6.69582125326086,24.3972541466829,3.51540457792503e-07,2.44711284145536e-06,6.04667217844362
"16962","PYGL",6.94407470471136,6.94407470471136,24.390192607848,3.52139863754085e-07,2.45046389773914e-06,6.04591686587809
"13375","MON2",5.45655595784654,5.45655595784654,24.3779165434069,3.53184736702666e-07,2.45691157709577e-06,6.04460265006233
"1359","ATP6V1H",5.76946876545935,5.76946876545935,24.3731656632994,3.53590076951391e-07,2.45876878275488e-06,6.0440936517125
"13522","MRPS18C",5.30912788766702,5.30912788766702,24.3720126656993,3.53688531379188e-07,2.45876878275488e-06,6.04397008917887
"8435","IFT52",5.87391173613215,5.87391173613215,24.3671110232168,3.54107439723967e-07,2.46085709031733e-06,6.04344465404157
"5375","EIF3M",7.82820659659086,7.82820659659086,24.3632434993061,3.54438378040538e-07,2.46233286049239e-06,6.04302990732051
"4169","CTBP1",6.34843448244001,6.34843448244001,24.3601423188254,3.54704002239228e-07,2.46335404899584e-06,6.0426972369899
"8888","KANSL2",5.09494177770894,5.09494177770894,24.3545593767947,3.55182781569598e-07,2.46516441865537e-06,6.04209810710464
"19228","SMYD5",5.56662913718344,5.56662913718344,24.3543341056544,3.55202116090386e-07,2.46516441865537e-06,6.04207392591383
"22251","UQCR11",5.59586980261301,5.59586980261301,24.3339639710913,3.56955527423669e-07,2.47650568892498e-06,6.03988530096646
"17650","RNF220",5.47412238052656,5.47412238052656,24.3247316520371,3.57753548026059e-07,2.48121323472315e-06,6.03889202294342
"20277","STX7",5.38830591257051,5.3883059125705,24.3162866176687,3.58485341305791e-07,2.48545846818522e-06,6.03798271819329
"20220","STK35",6.68713757760473,6.68713757760473,24.3054966889766,3.59422871562997e-07,2.49088191288198e-06,6.03681991722449
"3038","CD47",6.65748470497032,6.65748470497032,24.3045244064639,3.5950749303671e-07,2.49088191288198e-06,6.03671508110943
"21722","TRPC4AP",6.56899588775611,6.56899588775611,24.3008336639081,3.59828924211376e-07,2.49163693844233e-06,6.03631704355873
"9176","KIAA2013",5.80339889604329,5.80339889604329,24.2996906251113,3.59928540833639e-07,2.49163693844233e-06,6.03619374259346
"5004","DONSON",5.94297483579942,5.94297483579942,24.2991411219965,3.59976441865013e-07,2.49163693844233e-06,6.03613446248304
"2603","CAPN1",8.7750946842478,8.7750946842478,24.2955357413717,3.60290913035824e-07,2.49298260886001e-06,6.03574544258471
"4722","DGUOK",5.55369778642077,5.55369778642077,24.2924931986434,3.60556541390514e-07,2.49298864658078e-06,6.03541705377672
"9097","KIAA0317",5.64918519853648,5.64918519853648,24.2917689888156,3.60619801999065e-07,2.49298864658078e-06,6.0353388747455
"2319","C5orf24",5.32401631417692,5.32401631417692,24.2902432826522,3.60753116678558e-07,2.49298864658078e-06,6.03517415673063
"3732","CNPY2",5.21724590655512,5.21724590655512,24.2892419579881,3.60840642686468e-07,2.49298864658078e-06,6.03506603950278
"1124","ARPC5L",6.29014322372831,6.29014322372831,24.2886537247961,3.60892071833461e-07,2.49298864658078e-06,6.03500252091497
"19806","SPAG1",5.37538354393103,5.37538354393103,24.2864394549543,3.61085741859201e-07,2.49349698360702e-06,6.03476338925816
"19938","SPIRE1",5.80241082231802,5.80241082231802,24.2823746334119,3.61441585259971e-07,2.49512450728833e-06,6.0343242808622
"22373","UTRN",6.21788203281205,6.21788203281205,24.2808509018435,3.61575081509027e-07,2.49521653955964e-06,6.03415963574775
"17659","RNF34",5.64826453265641,5.64826453265641,24.2656190579043,3.62912731955114e-07,2.50361557443454e-06,6.03251252373432
"937","APTX",5.42295600471116,5.42295600471116,24.2607559961632,3.63341018416742e-07,2.50491355680216e-06,6.03198617143858
"17243","RBM15B",6.20656636794103,6.20656636794103,24.2592533434655,3.634734752582e-07,2.50491355680216e-06,6.03182348518678
"11615","MAX",5.74547031967693,5.74547031967693,24.2582795626597,3.6355934283519e-07,2.50491355680216e-06,6.03171804594495
"20275","STX5",5.66919271427489,5.66919271427489,24.2580067037121,3.6358340766683e-07,2.50491355680216e-06,6.03168849959454
"18687","SLAIN2",6.39652972739778,6.39652972739778,24.2550691919326,3.63842599676975e-07,2.50586785482335e-06,6.03137036670998
"15687","PFDN6",5.54445455463376,5.54445455463376,24.2458185311688,3.6466024364054e-07,2.5106664320941e-06,6.03036796440389
"11736","MED29",5.75686905271946,5.75686905271946,24.2433172790752,3.64881691519611e-07,2.51135841047554e-06,6.03009678386304
"21072","TMEM131",6.82257405181963,6.82257405181963,24.2357524414951,3.65552398655644e-07,2.51514100665489e-06,6.0292762448741
"13896","NAMPT",8.35677144336049,8.35677144336049,24.2330160641041,3.65795363253591e-07,2.51597903874158e-06,6.0289792979669
"18600","SHMT1",5.91522037275376,5.91522037275376,24.2256058367031,3.66454268557141e-07,2.51809981060781e-06,6.02817478223901
"14075","NDUFS8",5.58782983361616,5.58782983361616,24.2245815411407,3.66545456159406e-07,2.51809981060781e-06,6.02806353360021
"13464","MRPL10",5.24678226934271,5.24678226934271,24.2245451608303,3.66548695392434e-07,2.51809981060781e-06,6.02805958214791
"6567","FNBP4",6.05422366657204,6.05422366657204,24.2240951520716,3.6658876607115e-07,2.51809981060781e-06,6.02801070330595
"5793","FAM105B",6.11754892425625,6.11754892425625,24.221420325886,3.66827049403502e-07,2.51890333361896e-06,6.02772012902617
"20255","STRN",6.84315924003799,6.84315924003799,24.2032015507101,3.68454861514732e-07,2.52746363623908e-06,6.02573908930668
"15848","PIGY",5.60529546441422,5.60529546441422,24.2023395721938,3.68532086227957e-07,2.52746363623908e-06,6.02564527976012
"16969","PYURF",5.60529546441422,5.60529546441422,24.2023395721938,3.68532086227957e-07,2.52746363623908e-06,6.02564527976012
"19726","SNX8",5.76341822269436,5.76341822269436,24.2020218766057,3.68560553360555e-07,2.52746363623908e-06,6.02561070293862
"5121","DUS1L",5.6005788146588,5.6005788146588,24.1947338590451,3.6921430179975e-07,2.53093491448235e-06,6.0248172275431
"13658","MTMR3",5.50843690937686,5.50843690937686,24.1936625696418,3.69310512443126e-07,2.53093491448235e-06,6.02470054768113
"23194","ZNF292",5.72177717458031,5.72177717458031,24.1844872499057,3.70135731447346e-07,2.5351509402547e-06,6.02370074876991
"14032","NDUFA11",5.85759835381165,5.85759835381165,24.1831169933215,3.70259155528815e-07,2.5351509402547e-06,6.02355136562377
"14033","NDUFA12",6.23582088322466,6.23582088322466,24.1827527521966,3.70291972154707e-07,2.5351509402547e-06,6.02351165351586
"2662","CASP8",5.56720578958923,5.56720578958923,24.1800434941462,3.70536171696506e-07,2.53598668598482e-06,6.02321623001492
"22928","ZCCHC11",5.47074469352527,5.47074469352527,24.1784398475086,3.70680805263384e-07,2.53614066599478e-06,6.02304133052875
"3534","CKS2",7.00944169565807,7.00944169565807,24.1760517583275,3.70896310156461e-07,2.53677927549371e-06,6.02278082961812
"16161","POFUT1",7.20580422128976,7.20580422128976,24.1713181717563,3.71323908672648e-07,2.53857075065866e-06,6.02226430655845
"21716","TROVE2",5.58978283463634,5.58978283463634,24.1704461666872,3.71402742138262e-07,2.53857075065866e-06,6.02216913018817
"21599","TRIAP1",5.34736927648449,5.34736927648449,24.1687357428843,3.71557429436768e-07,2.5387923732328e-06,6.02198242134825
"1867","C11orf57",5.9927390322582,5.9927390322582,24.1665366303349,3.71756423251927e-07,2.53931648974548e-06,6.02174232483795
"5908","FAM175B",5.21275918179231,5.21275918179231,24.16287352091,3.72088167749539e-07,2.54045300941415e-06,6.02134228419871
"5527","EP400",6.69544428634367,6.69544428634367,24.1615677107045,3.72206510182077e-07,2.54045300941415e-06,6.02119964711185
"22579","WDHD1",6.10823415572041,6.10823415572041,24.1591802887245,3.72422990065939e-07,2.54045300941415e-06,6.02093881889585
"14438","NR3C1",7.07219991247691,7.07219991247691,24.1574727566859,3.72577910941972e-07,2.54045300941415e-06,6.02075223456656
"4774","DIMT1",5.43704542497115,5.43704542497115,24.1566194671116,3.7265535633288e-07,2.54045300941415e-06,6.0206589835981
"11101","LONP2",6.66643730332081,6.66643730332081,24.1563736613801,3.72677669385066e-07,2.54045300941415e-06,6.02063211960065
"23186","ZNF281",5.97156316764305,5.97156316764305,24.1552552706561,3.72779211157473e-07,2.54045300941415e-06,6.02050988359514
"22683","WIPF2",6.39746534919909,6.39746534919909,24.1533852369919,3.72949068795723e-07,2.54077671048005e-06,6.02030546797468
"3807","COL4A3BP",5.75076197325375,5.75076197325375,24.1503076438957,3.73228807331367e-07,2.54184853533481e-06,6.01996897682891
"17540","RLF",5.81105659686559,5.81105659686559,24.1400413534332,3.74163736514298e-07,2.54674605989437e-06,6.01884582164382
"17313","RCC2",8.0968733691389,8.0968733691389,24.1397180794307,3.74193220743449e-07,2.54674605989437e-06,6.01881043769287
"4721","DGKZ",6.23417237527588,6.23417237527588,24.1372312057645,3.74420126914801e-07,2.5467626989858e-06,6.01853820214945
"23619","ZNHIT1",5.07600252682749,5.07600252682749,24.1342999621642,3.74687784276831e-07,2.5467626989858e-06,6.01821724272011
"11531","MAP4K5",5.47803036323941,5.47803036323941,24.1340218176537,3.74713193771672e-07,2.5467626989858e-06,6.01818678256041
"3393","CHD2",6.45193509134472,6.45193509134472,24.1332901391267,3.74780044822184e-07,2.5467626989858e-06,6.01810665130262
"5616","ERI1",5.72362934922917,5.72362934922917,24.1329743691568,3.74808899980766e-07,2.5467626989858e-06,6.01807206746471
"1784","BTF3L4",6.00615954704838,6.00615954704838,24.1282124751371,3.75244357839004e-07,2.54888750099016e-06,6.01755041352031
"11343","LYAR",6.22875372688284,6.22875372688284,24.1243187188706,3.75600866455449e-07,2.54971376828154e-06,6.01712369381375
"5818","FAM120AOS",5.16293689609341,5.16293689609342,24.1229943677291,3.75722212854343e-07,2.54971376828154e-06,6.01697852267542
"18175","SCD",7.95411399957749,7.95411399957749,24.1217983104014,3.7583184338599e-07,2.54971376828154e-06,6.01684739964551
"16856","PTOV1",5.33686180352885,5.33686180352885,24.120284591396,3.75970644286849e-07,2.54971376828154e-06,6.01668143108064
"103","ABHD5",5.80120078509432,5.80120078509432,24.1201831837646,3.75979945026635e-07,2.54971376828154e-06,6.01667031163443
"23426","ZNF622",5.8308038584711,5.8308038584711,24.1148578733976,3.76468740639989e-07,2.55140568010656e-06,6.01608624178536
"4247","CWC15",6.2389634229182,6.2389634229182,24.114787829047,3.76475174757837e-07,2.55140568010656e-06,6.01607855756704
"5557","EPHB2",5.75342598524271,5.75342598524271,24.1101260560897,3.7690368344468e-07,2.55284296834124e-06,6.015567027331
"1338","ATP6V0B",5.86165514703063,5.86165514703063,24.1093237536303,3.76977488224586e-07,2.55284296834124e-06,6.0154789698197
"14346","NOTCH1",5.50346535828325,5.50346535828325,24.1064214625475,3.77244614404549e-07,2.55284296834124e-06,6.01516037218679
"21053","TMEM11",5.23619366654431,5.23619366654431,24.1061212479393,3.77272258689614e-07,2.55284296834124e-06,6.01512741146164
"15945","PKP4",6.52732111933504,6.52732111933504,24.1057417711705,3.77307204955381e-07,2.55284296834124e-06,6.01508574721064
"4921","DNAJC14",5.60022623449604,5.60022623449604,24.1038527685083,3.77481220669765e-07,2.55284296834124e-06,6.01487832472277
"17921","RRM1",7.71736455559743,7.71736455559743,24.1031299349876,3.77547833170043e-07,2.55284296834124e-06,6.01479894433225
"5471","EMP2",6.67220322104367,6.67220322104367,24.0976254646577,3.78055546148229e-07,2.55414853022111e-06,6.01419428089496
"16053","PLIN3",7.19328795162313,7.19328795162313,24.0975685255608,3.78060802172127e-07,2.55414853022111e-06,6.01418802457725
"1723","BRCC3",5.90875473412099,5.90875473412099,24.0970364227032,3.78109924483491e-07,2.55414853022111e-06,6.01412955695023
"22810","YIF1A",5.19100117852669,5.19100117852669,24.0954254401626,3.7825869149601e-07,2.55432251346818e-06,6.0139525244017
"18476","SFMBT1",5.25495873427777,5.25495873427777,24.0921573623394,3.7856069370639e-07,2.55553082081053e-06,6.0135933120701
"9598","LATS1",5.60332281873419,5.60332281873419,24.0901567608767,3.78745707605241e-07,2.55594885226611e-06,6.01337336220338
"4249","CWC25",5.10868148641403,5.10868148641403,24.0861510169384,3.79116472599541e-07,2.55761973798878e-06,6.01293284265064
"3170","CDK5RAP3",5.12351657695086,5.12351657695086,24.083747298979,3.79339160067016e-07,2.55829089275466e-06,6.0126684238192
"13864","NAA50",8.90587709235431,8.90587709235431,24.0785302836829,3.79823005008413e-07,2.560422676718e-06,6.01209433135622
"6791","GABPA",5.47472794237739,5.47472794237739,24.0776806969528,3.79901866938029e-07,2.560422676718e-06,6.01200081500515
"17015","RAB22A",7.00720049366646,7.00720049366646,24.0718311180794,3.80445366484039e-07,2.56325374271287e-06,6.01135673906744
"4200","CTR9",6.21693324907991,6.21693324907991,24.0605324129505,3.81497729532396e-07,2.56878086053587e-06,6.0101117064619
"5976","FAM213A",6.29801629238385,6.29801629238385,24.0603673206159,3.81513131417896e-07,2.56878086053587e-06,6.01009350501255
"3769","COG2",5.3663293560996,5.3663293560996,24.0570419581044,3.81823517538509e-07,2.57003738790507e-06,6.00972682503698
"20044","SRPR",7.05820405726514,7.05820405726514,24.047428599374,3.8272247781838e-07,2.575253484089e-06,6.00866615658124
"13670","MTPAP",5.5430228643793,5.5430228643793,24.0432615804955,3.83112909466215e-07,2.57704553452088e-06,6.00820610877583
"13578","MSL1",5.91217688176496,5.91217688176496,24.0388580283741,3.8352600846823e-07,2.57868129665848e-06,6.00771975706143
"11405","MAF1",6.43872158828497,6.43872158828497,24.0380224206131,3.8360445583328e-07,2.57868129665848e-06,6.00762744603362
"1194","ASH1L",6.6655584038917,6.6655584038917,24.0299644145908,3.84361908041465e-07,2.58275813032874e-06,6.00673690289014
"13816","MYO6",6.8262355994018,6.8262355994018,24.0285497210137,3.84495069209865e-07,2.58275813032874e-06,6.00658048821941
"15131","ORC2",5.4623729017287,5.4623729017287,24.0276045406227,3.8458406640869e-07,2.58275813032874e-06,6.00647597371176
"1623","BID",5.13773357625491,5.13773357625491,24.0252680082444,3.84804175040865e-07,2.58340080657082e-06,6.00621757001245
"3759","COA1",5.35587705119024,5.35587705119024,24.0200265999071,3.85298467021406e-07,2.58588321515821e-06,6.00563770736655
"15984","PLBD2",5.64017170693525,5.64017170693525,24.013235497431,3.85940005529675e-07,2.58935192724514e-06,6.00488598761606
"20299","SUGP2",5.52118741896873,5.52118741896873,24.0106036184105,3.86188967667445e-07,2.59010208738395e-06,6.00459453469094
"3839","COMMD7",6.10194867016779,6.10194867016779,24.0094169240367,3.86301284114042e-07,2.59010208738395e-06,6.00446309785558
"18835","SLC25A44",5.65695236965021,5.65695236965021,24.0073554447703,3.86496486510115e-07,2.59057441652116e-06,6.00423473703745
"6578","FNTA",5.89073435509845,5.89073435509845,24.0049727574124,3.86722247665971e-07,2.59125120128554e-06,6.00397074075756
"18250","SDC3",5.30039113285098,5.30039113285098,23.9992931508647,3.87261014917872e-07,2.59402418540955e-06,6.00334122169125
"1183","ASCC2",5.80817679358556,5.80817679358556,23.9897151135537,3.88171572497846e-07,2.59833072547123e-06,6.00227886638576
"23247","ZNF384",5.65698880806629,5.65698880806629,23.988088221967,3.88326484698462e-07,2.59833072547123e-06,6.00209832609651
"19116","SLMO2-ATP5E",6.61527857922823,6.61527857922823,23.9866816161889,3.88460479495188e-07,2.59833072547123e-06,6.00194220985124
"7604","GTF3C3",6.09078761691706,6.09078761691706,23.9866115702413,3.88467153558541e-07,2.59833072547123e-06,6.00193443507301
"5240","EDC3",5.52085476900845,5.52085476900845,23.9859563694007,3.88529588374099e-07,2.59833072547123e-06,6.00186170838171
"15872","PIM1",5.3783512503686,5.3783512503686,23.9826933637594,3.8884069822951e-07,2.59870100851848e-06,6.00149945291612
"4012","CRK",6.49626379845652,6.49626379845652,23.9815238068267,3.88952279892582e-07,2.59870100851848e-06,6.00136958363602
"7288","GOT1",6.44648113596113,6.44648113596113,23.9814386958341,3.88960401371319e-07,2.59870100851848e-06,6.00136013224753
"20251","STRBP",5.81180958230478,5.81180958230478,23.9800111751373,3.89096648045135e-07,2.59877513562471e-06,6.00120159825882
"3152","CDK13",5.84103327976971,5.84103327976971,23.9771545289815,3.89369461824801e-07,2.59976105298778e-06,6.00088428995982
"4465","DBNL",5.84874712698198,5.84874712698198,23.9754796848882,3.89529515621263e-07,2.59999369716346e-06,6.00069821442037
"6029","FAM32A",6.16191567755663,6.16191567755663,23.9670134742664,3.90339751374695e-07,2.60212110800613e-06,5.99975718060175
"2759","CCDC137",5.41641785743246,5.41641785743246,23.9666947688486,3.90370290602911e-07,2.60212110800613e-06,5.99972174172482
"1552","BCL2L12",5.03261805212842,5.03261805212842,23.9663734633484,3.90401081800602e-07,2.60212110800613e-06,5.99968601268317
"18304","SEC24D",6.0166655643204,6.0166655643204,23.9658430679887,3.90451916600401e-07,2.60212110800613e-06,5.99962703063791
"6569","FNDC3A",6.35949640671474,6.35949640671475,23.9656042599904,3.90474807250042e-07,2.60212110800613e-06,5.99960047331782
"20492","TAF9",6.49229093900166,6.49229093900166,23.9597084590619,3.91040438963957e-07,2.6031015289585e-06,5.99894463020072
"22065","UBE2F",5.12083764205029,5.12083764205029,23.9593105946693,3.91078643728819e-07,2.6031015289585e-06,5.99890035942272
"8894","KAT6A",7.49543106693005,7.49543106693005,23.9588956063984,3.91118497448107e-07,2.6031015289585e-06,5.99885418153753
"17123","RALA",6.00050614402132,6.00050614402132,23.9588448768017,3.91123369629209e-07,2.6031015289585e-06,5.99884853647351
"15355","PARP2",5.79083722954919,5.79083722954919,23.9483809424535,3.9212986441976e-07,2.60896399701259e-06,5.99768357587723
"22236","UPF2",6.26096031700282,6.26096031700282,23.9423898224506,3.92707493031072e-07,2.61184261327851e-06,5.99701607634594
"3768","COG1",5.01516132613932,5.01516132613932,23.9410369762118,3.92838063904691e-07,2.61184261327851e-06,5.99686529860934
"1103","ARMC8",5.74957762434316,5.74957762434316,23.9392906570266,3.93006685999373e-07,2.61184261327851e-06,5.99667063984809
"22719","WRNIP1",6.13820276501909,6.13820276501909,23.9386802359008,3.9306564731497e-07,2.61184261327851e-06,5.9966025900735
"21786","TSPAN17",6.0270928630638,6.0270928630638,23.9369792148401,3.93230005467317e-07,2.61209886869125e-06,5.99641294012282
"1472","BAG5",6.14702343093354,6.14702343093354,23.934642104383,3.93455955440799e-07,2.61212420989578e-06,5.9961523232757
"14611","NVL",5.52381480385799,5.52381480385799,23.9343375619729,3.93485409513797e-07,2.61212420989578e-06,5.9961183589109
"20024","SRGAP1",5.95772170174085,5.95772170174085,23.9313265160518,3.93776763853937e-07,2.61322291512528e-06,5.99578249839172
"22413","VCPIP1",5.57136200365477,5.57136200365477,23.929559190742,3.93947890743505e-07,2.61352330712105e-06,5.99558532287413
"22465","VPRBP",5.89004467941887,5.89004467941887,23.9273910085098,3.94157950432387e-07,2.61408171214581e-06,5.99534338132737
"15165","OST4",6.46400268833039,6.46400268833039,23.9223088380485,3.94650838080819e-07,2.61620274965504e-06,5.99477608765337
"23191","ZNF286A",5.18719052979447,5.18719052979447,23.9198448497006,3.94890063629649e-07,2.61620274965504e-06,5.99450095173792
"19160","SMC5",6.21010556608701,6.21010556608701,23.9195618788471,3.94917547747248e-07,2.61620274965504e-06,5.99446935044009
"18328","SELRC1",5.00290369259318,5.00290369259318,23.9189011626109,3.94981729841972e-07,2.61620274965504e-06,5.99439556053629
"22631","WDR70",5.56801532256164,5.56801532256164,23.9134407698152,3.95512619615788e-07,2.61854073483994e-06,5.99378556383857
"52","ABCB10",5.50844981625658,5.50844981625659,23.9126772996133,3.95586914769703e-07,2.61854073483994e-06,5.99370025002344
"4195","CTNND1",8.943944417562,8.943944417562,23.9100654902229,3.95841199514776e-07,2.61938894452655e-06,5.99340834885823
"2426","C8orf76",5.17545802378916,5.17545802378916,23.9003285252674,3.96790869160871e-07,2.62483669898868e-06,5.99231951053061
"13379","MORC3",5.87661352870258,5.87661352870258,23.8934843406447,3.97459990315511e-07,2.62662645165178e-06,5.99155357697303
"20164","STAMBP",5.96134205437413,5.96134205437413,23.8932059356754,3.97487236412317e-07,2.62662645165178e-06,5.99152241047859
"18298","SEC23B",6.41401036585565,6.41401036585565,23.8929620821341,3.97511102924892e-07,2.62662645165178e-06,5.99149511124695
"9193","KIF1B",6.96973723989579,6.96973723989579,23.8914686035093,3.97657309635791e-07,2.62662645165178e-06,5.99132790407204
"1507","BAX",5.346075033934,5.346075033934,23.8901253742707,3.97788861021868e-07,2.62662645165178e-06,5.99117749901645
"21262","TMEM63B",5.49523203578144,5.49523203578144,23.8898036211414,3.97820379987712e-07,2.62662645165178e-06,5.9911414686913
"2184","C20orf24",7.1627302435364,7.1627302435364,23.878948033237,3.98885504216304e-07,2.63282183568072e-06,5.98992522381339
"17740","RPA2",6.06902388092945,6.06902388092946,23.8727865334895,3.99491536124448e-07,2.63598403165687e-06,5.98923435988134
"19935","SPINT2",8.00075298157295,8.00075298157295,23.8691394638696,3.99850760275575e-07,2.63737212931567e-06,5.98882524504421
"4923","DNAJC16",5.22183563916555,5.22183563916555,23.8680724631857,3.9995592753263e-07,2.63737212931567e-06,5.98870552699152
"8759","ISOC2",5.17349327030299,5.17349327030299,23.8638320438154,4.00374197009634e-07,2.63895934445654e-06,5.98822963396548
"2685","CBFB",6.28698308976579,6.28698308976579,23.8630559863455,4.00450801559477e-07,2.63895934445654e-06,5.98814251871084
"14037","NDUFA4",6.96415541645737,6.96415541645737,23.8613475895834,4.00619497497263e-07,2.63923345987648e-06,5.98795072317455
"1544","BCL10",5.65518000317924,5.65518000317924,23.8585837046919,4.00892593435925e-07,2.640194958039e-06,5.98764036821571
"20512","TAPBP",8.05010582983672,8.05010582983672,23.8532363218651,4.01421578490995e-07,2.64218789579734e-06,5.98703969065159
"18394","SERINC2",6.80117516774354,6.80117516774354,23.8529523802917,4.01449689922496e-07,2.64218789579734e-06,5.98700778694295
"3708","CNIH4",5.65041477755313,5.65041477755313,23.8502614937103,4.0171621329188e-07,2.64232309508177e-06,5.98670539739273
"16416","PPP3CB",5.57388629304814,5.57388629304814,23.8501755447843,4.01724729649562e-07,2.64232309508177e-06,5.98669573761576
"21005","TMA7",7.04769981966695,7.04769981966695,23.8488023688517,4.01860821093839e-07,2.64238123812969e-06,5.98654139641783
"17586","RNF111",5.36814789705965,5.36814789705965,23.846707109358,4.02068579811278e-07,2.64291043361228e-06,5.98630585757955
"18553","SH3D19",5.99821309713901,5.99821309713901,23.8404775308647,4.02687024075151e-07,2.64593587319861e-06,5.98560529155872
"11496","MAP1LC3B",7.25421713156119,7.25421713156119,23.8395048390035,4.02783688667508e-07,2.64593587319861e-06,5.98549586845211
"5255","EED",5.56918628944395,5.56918628944395,23.8378661843973,4.02946596832592e-07,2.64616890677697e-06,5.98531150570829
"3722","CNOT2",6.30765395464785,6.30765395464785,23.8359152989814,4.03140645943195e-07,2.64660623237763e-06,5.98509197819527
"5099","DSTYK",5.54893767912237,5.54893767912237,23.8326649922755,4.03464187092466e-07,2.64779362705488e-06,5.98472614333809
"8685","IPO8",6.50485445269591,6.50485445269591,23.830835478324,4.03646433346479e-07,2.64779362705488e-06,5.9845201763605
"15774","PHF8",5.82871561029182,5.82871561029182,23.8302572709513,4.03704051204227e-07,2.64779362705488e-06,5.98445507449529
"5171","DYNC1LI2",6.76609593942745,6.76609593942746,23.8274435207563,4.03984575972165e-07,2.64879688034797e-06,5.98413821780576
"22044","UBALD2",5.54378965519433,5.54378965519433,23.822467932833,4.04481188205798e-07,2.651215869032e-06,5.98357771621749
"23049","ZKSCAN1",5.56802487272337,5.56802487272337,23.8202635707495,4.04701432749717e-07,2.65182242065253e-06,5.98332931235391
"11445","MAGEF1",5.42293799740705,5.42293799740705,23.8168274934728,4.05045020863355e-07,2.65323654833677e-06,5.98294200952868
"5597","ERC1",6.50485451785642,6.50485451785642,23.8108950005088,4.05639037820149e-07,2.65609177011485e-06,5.98227303194419
"22494","VPS51",5.49097883314018,5.49097883314018,23.8099203617429,4.05736725008635e-07,2.65609177011485e-06,5.98216309198123
"22739","XAB2",5.47629410666387,5.47629410666387,23.8070376476577,4.06025817627754e-07,2.65673509433105e-06,5.98183786219584
"20337","SUPT4H1",5.85385946715813,5.85385946715813,23.8063891705237,4.06090883188382e-07,2.65673509433105e-06,5.98176468870907
"4016","CRLF3",5.15926157342242,5.15926157342242,23.8034309960362,4.06387848786171e-07,2.65784052914798e-06,5.981430836142
"1508","BAZ1A",6.97637281115778,6.97637281115778,23.7936154102593,4.07375034110126e-07,2.66302000210229e-06,5.98032242301094
"15130","ORC1",5.60175840783025,5.60175840783025,23.7930072648626,4.07436289269395e-07,2.66302000210229e-06,5.98025371608102
"13617","MT2A",7.20044254313167,7.20044254313168,23.7904822006976,4.07690740157841e-07,2.66346668498264e-06,5.979968398867
"11717","MED12",5.12513135307221,5.12513135307221,23.789045438424,4.07835605562772e-07,2.66346668498264e-06,5.97980602377064
"7287","GOSR2",5.56789646342445,5.56789646342445,23.788511743,4.07889432133148e-07,2.66346668498264e-06,5.97974570294836
"14152","NFATC3",6.04246903936178,6.04246903936178,23.7869160251426,4.08050419860137e-07,2.66367315954701e-06,5.97956532962106
"13467","MRPL13",7.12580927176694,7.12580927176694,23.7856558671375,4.08177606245056e-07,2.66367315954701e-06,5.97942286791851
"22367","UTP15",5.80751579554071,5.80751579554071,23.7843747934455,4.0830695104834e-07,2.66368012520225e-06,5.97927802479306
"16302","PPCS",5.06492913477256,5.06492913477256,23.7780059685929,4.08950695784001e-07,2.66704183352851e-06,5.97855768806219
"1287","ATP13A1",5.31509718202157,5.31509718202157,23.7757078138928,4.09183278193341e-07,2.66765587060243e-06,5.97829765518071
"20654","TCEB1",6.54828079207162,6.54828079207162,23.7742993766803,4.09325893934875e-07,2.66765587060243e-06,5.97813826543103
"17303","RBX1",5.33111512609475,5.33111512609475,23.7732690889072,4.09430255699974e-07,2.66765587060243e-06,5.97802165697102
"4661","DEGS1",6.58767205866573,6.58767205866573,23.7674892458009,4.10016293978336e-07,2.67063624355714e-06,5.97736728703393
"5434","ELOVL6",6.30369822459598,6.30369822459598,23.7642165255203,4.10348560426405e-07,2.67167931722014e-06,5.97699660915957
"3983","CREB3L2",7.04148628843548,7.04148628843549,23.7633778366686,4.10433759784843e-07,2.67167931722014e-06,5.97690159887378
"6401","FIGNL1",5.17264140300377,5.17264140300377,23.7602164405308,4.10755100161048e-07,2.67223581877308e-06,5.9765433965175
"17530","RIOK3",6.9510755047345,6.9510755047345,23.7591989275028,4.10858587802827e-07,2.67223581877308e-06,5.97642808496203
"18599","SHKBP1",5.36677751604069,5.36677751604069,23.7585581225964,4.10923777411466e-07,2.67223581877308e-06,5.97635545902471
"17529","RIOK2",5.47773841638943,5.47773841638943,23.7568277737009,4.11099867531928e-07,2.67223581877308e-06,5.97615932773245
"2365","C6orf47",5.03342857495623,5.03342857495623,23.7562105716443,4.11162698819166e-07,2.67223581877308e-06,5.97608936167679
"11539","MAPK1",7.94389940415108,7.94389940415108,23.7501555726973,4.11779693449715e-07,2.67540842756049e-06,5.97540275633621
