"","HCC1806","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"17799","RPL3",9.73426012880351,9.73426012880351,65.1253698304639,1.05744601458852e-09,3.92840868217583e-07,7.41537882720998
"16802","PTBP1",8.88357986542972,8.88357986542972,65.1176620712957,1.05818835706254e-09,3.92840868217583e-07,7.41531341490711
"20062","SRSF3",8.67201300818478,8.67201300818478,65.1042553336829,1.05948102516159e-09,3.92840868217583e-07,7.41519958561434
"3355","CFL1",9.89333114964408,9.89333114964408,65.0026537841036,1.06933756710237e-09,3.92840868217583e-07,7.41433477794418
"17816","RPL39",9.39943563345165,9.39943563345165,64.7808115207104,1.09123359605988e-09,3.92840868217583e-07,7.41243313409753
"8078","HNRNPC",9.51175388946599,9.51175388946599,64.5049066384429,1.11920060967632e-09,3.92840868217583e-07,7.41004216517444
"4588","DDX5",9.28015862255431,9.28015862255431,64.4029578855233,1.12974587617175e-09,3.92840868217583e-07,7.40915133734457
"20521","TARS",9.17622387748569,9.17622387748569,64.2058673827772,1.15046324017202e-09,3.92840868217583e-07,7.40741779328124
"4763","DHX9",9.15951557055282,9.15951557055282,64.1944196683941,1.15168015409438e-09,3.92840868217583e-07,7.40731663967676
"21994","TXN",8.67111101400931,8.67111101400931,63.6254285855598,1.21410452514348e-09,3.92840868217583e-07,7.40222389793879
"8074","HNRNPA2B1",10.3456728323088,10.3456728323088,63.4665410690607,1.23223646929313e-09,3.92840868217583e-07,7.40077866799579
"6987","GDI2",9.3402703461878,9.3402703461878,63.4597272615394,1.23302109515916e-09,3.92840868217583e-07,7.40071646120867
"9358","KPNB1",9.49295251577845,9.49295251577845,63.2973186590383,1.25189671951253e-09,3.92840868217583e-07,7.39922814207585
"17900","RPSA",10.3335574511842,10.3335574511842,63.1139099999957,1.27362030462653e-09,3.92840868217583e-07,7.39753434888324
"2669","CAST",8.90507296112546,8.90507296112546,63.0013679471023,1.28716819530899e-09,3.92840868217583e-07,7.39648811087728
"812","ANXA2",10.8505925446428,10.8505925446428,62.9808745632196,1.28965328532913e-09,3.92840868217583e-07,7.39629702721135
